,class
5797,g
5798,g
5799,g
5800,g
5801,g
5802,g
5803,g
5804,g
5805,g
5806,g
5807,g
5808,g
5809,g
5810,g
5811,g
5812,g
5813,g
5814,g
5815,g
5816,g
5817,g
5818,g
5819,g
5820,g
5821,g
5822,g
5823,g
5824,g
5825,g
5826,g
5827,g
5828,g
5829,g
5830,g
5831,g
5832,g
5833,g
5834,g
5835,g
5836,g
5837,g
5838,g
5839,g
5840,g
5841,g
5842,g
5843,g
5844,g
5845,g
5846,g
5847,g
5848,g
5849,g
5850,g
5851,g
5852,g
5853,g
5854,g
5855,g
5856,g
5857,g
5858,g
5859,g
5860,g
5861,g
5862,g
5863,g
5864,g
5865,g
5866,g
5867,g
5868,g
5869,g
5870,g
5871,g
5872,g
5873,g
5874,g
5875,g
5876,g
5877,g
5878,g
5879,g
5880,g
5881,g
5882,g
5883,g
5884,g
5885,g
5886,g
5887,g
5888,g
5889,g
5890,g
5891,g
5892,g
5893,g
5894,g
5895,g
5896,g
5897,g
5898,g
5899,g
5900,g
5901,g
5902,g
5903,g
5904,g
5905,g
5906,g
5907,g
5908,g
5909,g
5910,g
5911,g
5912,g
5913,g
5914,g
5915,g
5916,g
5917,g
5918,g
5919,g
5920,g
5921,g
5922,g
5923,g
5924,g
5925,g
5926,g
5927,g
5928,g
5929,g
5930,g
5931,g
5932,g
5933,g
5934,g
5935,g
5936,g
5937,g
5938,g
5939,g
5940,g
5941,g
5942,g
5943,g
5944,g
5945,g
5946,g
5947,g
5948,g
5949,g
5950,g
5951,g
5952,g
5953,g
5954,g
5955,g
5956,g
5957,g
5958,g
5959,g
5960,g
5961,g
5962,g
5963,g
5964,g
5965,g
5966,g
5967,g
5968,g
5969,g
5970,g
5971,g
5972,g
5973,g
5974,g
5975,g
5976,g
5977,g
5978,g
5979,g
5980,g
5981,g
5982,g
5983,g
5984,g
5985,g
5986,g
5987,g
5988,g
5989,g
5990,g
5991,g
5992,g
5993,g
5994,g
5995,g
5996,g
5997,g
5998,g
5999,g
6000,g
6001,g
6002,g
6003,g
6004,g
6005,g
6006,g
6007,g
6008,g
6009,g
6010,g
6011,g
6012,g
6013,g
6014,g
6015,g
6016,g
6017,g
6018,g
6019,g
6020,g
6021,g
6022,g
6023,g
6024,g
6025,g
6026,g
6027,g
6028,g
6029,g
6030,g
6031,g
6032,g
6033,g
6034,g
6035,g
6036,g
6037,g
6038,g
6039,g
6040,g
6041,g
6042,g
6043,g
6044,g
6045,g
6046,g
6047,g
6048,g
6049,g
6050,g
6051,g
6052,g
6053,g
6054,g
6055,g
6056,g
6057,g
6058,g
6059,g
6060,g
6061,g
6062,g
6063,g
6064,g
6065,g
6066,g
6067,g
6068,g
6069,g
6070,g
6071,g
6072,g
6073,g
6074,g
6075,g
6076,g
6077,g
6078,g
6079,g
6080,g
6081,g
6082,g
6083,g
6084,g
6085,g
6086,g
6087,g
6088,g
6089,g
6090,g
6091,g
6092,g
6093,g
6094,g
6095,g
6096,g
6097,g
6098,g
6099,g
6100,g
6101,g
6102,g
6103,g
6104,g
6105,g
6106,g
6107,g
6108,g
6109,g
6110,g
6111,g
6112,g
6113,g
6114,g
6115,g
6116,g
6117,g
6118,g
6119,g
6120,g
6121,g
6122,g
6123,g
6124,g
6125,g
6126,g
6127,g
6128,g
6129,g
6130,g
6131,g
6132,g
6133,g
6134,g
6135,g
6136,g
6137,g
6138,g
6139,g
6140,g
6141,g
6142,g
6143,g
6144,g
6145,g
6146,g
6147,g
6148,g
6149,g
6150,g
6151,g
6152,g
6153,g
6154,g
6155,g
6156,g
6157,g
6158,g
6159,g
6160,g
6161,g
6162,g
6163,g
6164,g
6165,g
6166,g
6167,g
6168,g
6169,g
6170,g
6171,g
6172,g
6173,g
6174,g
6175,g
6176,g
6177,g
6178,g
6179,g
6180,g
6181,g
6182,g
6183,g
6184,g
6185,g
6186,g
6187,g
6188,g
6189,g
6190,g
6191,g
6192,g
6193,g
6194,g
6195,g
6196,g
6197,g
6198,g
6199,g
6200,g
6201,g
6202,g
6203,g
6204,g
6205,g
6206,g
6207,g
6208,g
6209,g
6210,g
6211,g
6212,g
6213,g
6214,g
6215,g
6216,g
6217,g
6218,g
6219,g
6220,g
6221,g
6222,g
6223,g
6224,g
6225,g
6226,g
6227,g
6228,g
6229,g
6230,g
6231,g
6232,g
6233,g
6234,g
6235,g
6236,g
6237,g
6238,g
6239,g
6240,g
6241,g
6242,g
6243,g
6244,g
6245,g
6246,g
6247,g
6248,g
6249,g
6250,g
6251,g
6252,g
6253,g
6254,g
6255,g
6256,g
6257,g
6258,g
6259,g
6260,g
6261,g
6262,g
6263,g
6264,g
6265,g
6266,g
6267,g
6268,g
6269,g
6270,g
6271,g
6272,g
6273,g
6274,g
6275,g
6276,g
6277,g
6278,g
6279,g
6280,g
6281,g
6282,g
6283,g
6284,g
6285,g
6286,g
6287,g
6288,g
6289,g
6290,g
6291,g
6292,g
6293,g
6294,g
6295,g
6296,g
6297,g
6298,g
6299,g
6300,g
6301,g
6302,g
6303,g
6304,g
6305,g
6306,g
6307,g
6308,g
6309,g
6310,g
6311,g
6312,g
6313,g
6314,g
6315,g
6316,g
6317,g
6318,g
6319,g
6320,g
6321,g
6322,g
6323,g
6324,g
6325,g
6326,g
6327,g
6328,g
6329,g
6330,g
6331,g
6332,g
6333,g
6334,g
6335,g
6336,g
6337,g
6338,g
6339,g
6340,g
6341,g
6342,g
6343,g
6344,g
6345,g
6346,g
6347,g
6348,g
6349,g
6350,g
6351,g
6352,g
6353,g
6354,g
6355,g
6356,g
6357,g
6358,g
6359,g
6360,g
6361,g
6362,g
6363,g
6364,g
6365,g
6366,g
6367,g
6368,g
6369,g
6370,g
6371,g
6372,g
6373,g
6374,g
6375,g
6376,g
6377,g
6378,g
6379,g
6380,g
6381,g
6382,g
6383,g
6384,g
6385,g
6386,g
6387,g
6388,g
6389,g
6390,g
6391,g
6392,g
6393,g
6394,g
6395,g
6396,g
6397,g
6398,g
6399,g
6400,g
6401,g
6402,g
6403,g
6404,g
6405,g
6406,g
6407,g
6408,g
6409,g
6410,g
6411,g
6412,g
6413,g
6414,g
6415,g
6416,g
6417,g
6418,g
6419,g
6420,g
6421,g
6422,g
6423,g
6424,g
6425,g
6426,g
6427,g
6428,g
6429,g
6430,g
6431,g
6432,g
6433,g
6434,g
6435,g
6436,g
6437,g
6438,g
6439,g
6440,g
6441,g
6442,g
6443,g
6444,g
6445,g
6446,g
6447,g
6448,g
6449,g
6450,g
6451,g
6452,g
6453,g
6454,g
6455,g
6456,g
6457,g
6458,g
6459,g
6460,g
6461,g
6462,g
6463,g
6464,g
6465,g
6466,g
6467,g
6468,g
6469,g
6470,g
6471,g
6472,g
6473,g
6474,g
6475,g
6476,g
6477,g
6478,g
6479,g
6480,g
6481,g
6482,g
6483,g
6484,g
6485,g
6486,g
6487,g
6488,g
6489,g
6490,g
6491,g
6492,g
6493,g
6494,g
6495,g
6496,g
6497,g
6498,g
6499,g
6500,g
6501,g
6502,g
6503,g
6504,g
6505,g
6506,g
6507,g
6508,g
6509,g
6510,g
6511,g
6512,g
6513,g
6514,g
6515,g
6516,g
6517,g
6518,g
6519,g
6520,g
6521,g
6522,g
6523,g
6524,g
6525,g
6526,g
6527,g
6528,g
6529,g
6530,g
6531,g
6532,g
6533,g
6534,g
6535,g
6536,g
6537,g
6538,g
6539,g
6540,g
6541,g
6542,g
6543,g
6544,g
6545,g
6546,g
6547,g
6548,g
6549,g
6550,g
6551,g
6552,g
6553,g
6554,g
6555,g
6556,g
6557,g
6558,g
6559,g
6560,g
6561,g
6562,g
6563,g
6564,g
6565,g
6566,g
6567,g
6568,g
6569,g
6570,g
6571,g
6572,g
6573,g
6574,g
6575,g
6576,g
6577,g
6578,g
6579,g
6580,g
6581,g
6582,g
6583,g
6584,g
6585,g
6586,g
6587,g
6588,g
6589,g
6590,g
6591,g
6592,g
6593,g
6594,g
6595,g
6596,g
6597,g
6598,g
6599,g
6600,g
6601,g
6602,g
6603,g
6604,g
6605,g
6606,g
6607,g
6608,g
6609,g
6610,g
6611,g
6612,g
6613,g
6614,g
6615,g
6616,g
6617,g
6618,g
6619,g
6620,g
6621,g
6622,g
6623,g
6624,g
6625,g
6626,g
6627,g
6628,g
6629,g
6630,g
6631,g
6632,g
6633,g
6634,g
6635,g
6636,g
6637,g
6638,g
6639,g
6640,g
6641,g
6642,g
6643,g
6644,g
6645,g
6646,g
6647,g
6648,g
6649,g
6650,g
6651,g
6652,g
6653,g
6654,g
6655,g
6656,g
6657,g
6658,g
6659,g
6660,g
6661,g
6662,g
6663,g
6664,g
6665,g
6666,g
6667,g
6668,g
6669,g
6670,g
6671,g
6672,g
6673,g
6674,g
6675,g
6676,g
6677,g
6678,g
6679,g
6680,g
6681,g
6682,g
6683,g
6684,g
6685,g
6686,g
6687,g
6688,g
6689,g
6690,g
6691,g
6692,g
6693,g
6694,g
6695,g
6696,g
6697,g
6698,g
6699,g
6700,g
6701,g
6702,g
6703,g
6704,g
6705,g
6706,g
6707,g
6708,g
6709,g
6710,g
6711,g
6712,g
6713,g
6714,g
6715,g
6716,g
6717,g
6718,g
6719,g
6720,g
6721,g
6722,g
6723,g
6724,g
6725,g
6726,g
6727,g
6728,g
6729,g
6730,g
6731,g
6732,g
6733,g
6734,g
6735,g
6736,g
6737,g
6738,g
6739,g
6740,g
6741,g
6742,g
6743,g
6744,g
6745,g
6746,g
6747,g
6748,g
6749,g
6750,g
6751,g
6752,g
6753,g
6754,g
6755,g
6756,g
6757,g
6758,g
6759,g
6760,g
6761,g
6762,g
6763,g
6764,g
6765,g
6766,g
6767,g
6768,g
6769,g
6770,g
6771,g
6772,g
6773,g
6774,g
6775,g
6776,g
6777,g
6778,g
6779,g
6780,g
6781,g
6782,g
6783,g
6784,g
6785,g
6786,g
6787,g
6788,g
6789,g
6790,g
6791,g
6792,g
6793,g
6794,g
6795,g
6796,g
6797,g
6798,g
6799,g
6800,g
6801,g
6802,g
6803,g
6804,g
6805,g
6806,g
6807,g
6808,g
6809,g
6810,g
6811,g
6812,g
6813,g
6814,g
6815,g
6816,g
6817,g
6818,g
6819,g
6820,g
6821,g
6822,g
6823,g
6824,g
6825,g
6826,g
6827,g
6828,g
6829,g
6830,g
6831,g
6832,g
6833,g
6834,g
6835,g
6836,g
6837,g
6838,g
6839,g
6840,g
6841,g
6842,g
6843,g
6844,g
6845,g
6846,g
6847,g
6848,g
6849,g
6850,g
6851,g
6852,g
6853,g
6854,g
6855,g
6856,g
6857,g
6858,g
6859,g
6860,g
6861,g
6862,g
6863,g
6864,g
6865,g
6866,g
6867,g
6868,g
6869,g
6870,g
6871,g
6872,g
6873,g
6874,g
6875,g
6876,g
6877,g
6878,g
6879,g
6880,g
6881,g
6882,g
6883,g
6884,g
6885,g
6886,g
6887,g
6888,g
6889,g
6890,g
6891,g
6892,g
6893,g
6894,g
6895,g
6896,g
6897,g
6898,g
6899,g
6900,g
6901,g
6902,g
6903,g
6904,g
6905,g
6906,g
6907,g
6908,g
6909,g
6910,g
6911,g
6912,g
6913,g
6914,g
6915,g
6916,g
6917,g
6918,g
6919,g
6920,g
6921,g
6922,g
6923,g
6924,g
6925,g
6926,g
6927,g
6928,g
6929,g
6930,g
6931,g
6932,g
6933,g
6934,g
6935,g
6936,g
6937,g
6938,g
6939,g
6940,g
6941,g
6942,g
6943,g
6944,g
6945,g
6946,g
6947,g
6948,g
6949,g
6950,g
6951,g
6952,g
6953,g
6954,g
6955,g
6956,g
6957,g
6958,g
6959,g
6960,g
6961,g
6962,g
6963,g
6964,g
6965,g
6966,g
6967,g
6968,g
6969,g
6970,g
6971,g
6972,g
6973,g
6974,g
6975,g
6976,g
6977,g
6978,g
6979,g
6980,g
6981,g
6982,g
6983,g
6984,g
6985,g
6986,g
6987,g
6988,g
6989,g
6990,g
6991,g
6992,g
6993,g
6994,g
6995,g
6996,g
6997,g
6998,g
6999,g
7000,g
7001,g
7002,g
7003,g
7004,g
7005,g
7006,g
7007,g
7008,g
7009,g
7010,g
7011,g
7012,g
7013,g
7014,g
7015,g
7016,g
7017,g
7018,g
7019,g
7020,g
7021,g
7022,g
7023,g
7024,g
7025,g
7026,g
7027,g
7028,g
7029,g
7030,g
7031,g
7032,g
7033,g
7034,g
7035,g
7036,g
7037,g
7038,g
7039,g
7040,g
7041,g
7042,g
7043,g
7044,g
7045,g
7046,g
7047,g
7048,g
7049,g
7050,g
7051,g
7052,g
7053,g
7054,g
7055,g
7056,g
7057,g
7058,g
7059,g
7060,g
7061,g
7062,g
7063,g
7064,g
7065,g
7066,g
7067,g
7068,g
7069,g
7070,g
7071,g
7072,g
7073,g
7074,g
7075,g
7076,g
7077,g
7078,g
7079,g
7080,g
7081,g
7082,g
7083,g
7084,g
7085,g
7086,g
7087,g
7088,g
7089,g
7090,g
7091,g
7092,g
7093,g
7094,g
7095,g
7096,g
7097,g
7098,g
7099,g
7100,g
7101,g
7102,g
7103,g
7104,g
7105,g
7106,g
7107,g
7108,g
7109,g
7110,g
7111,g
7112,g
7113,g
7114,g
7115,g
7116,g
7117,g
7118,g
7119,g
7120,g
7121,g
7122,g
7123,g
7124,g
7125,g
7126,g
7127,g
7128,g
7129,g
7130,g
7131,g
7132,g
7133,g
7134,g
7135,g
7136,g
7137,g
7138,g
7139,g
7140,g
7141,g
7142,g
7143,g
7144,g
7145,g
7146,g
7147,g
7148,g
7149,g
7150,g
7151,g
7152,g
7153,g
7154,g
7155,g
7156,g
7157,g
7158,g
7159,g
7160,g
7161,g
7162,g
7163,g
7164,g
7165,g
7166,g
7167,g
7168,g
7169,g
7170,g
7171,g
7172,g
7173,g
7174,g
7175,g
7176,g
7177,g
7178,g
7179,g
7180,g
7181,g
7182,g
7183,g
7184,g
7185,g
7186,g
7187,g
7188,g
7189,g
7190,g
7191,g
7192,g
7193,g
7194,g
7195,g
7196,g
7197,g
7198,g
7199,g
7200,g
7201,g
7202,g
7203,g
7204,g
7205,g
7206,g
7207,g
7208,g
7209,g
7210,g
7211,g
7212,g
7213,g
7214,g
7215,g
7216,g
7217,g
7218,g
7219,g
7220,g
7221,g
7222,g
7223,g
7224,g
7225,g
7226,g
7227,g
7228,g
7229,g
7230,g
7231,g
7232,g
7233,g
7234,g
7235,g
7236,g
7237,g
7238,g
7239,g
7240,g
7241,g
7242,g
7243,g
7244,g
7245,g
7246,g
7247,g
7248,g
7249,g
7250,g
7251,g
7252,g
7253,g
7254,g
7255,g
7256,g
7257,g
7258,g
7259,g
7260,g
7261,g
7262,g
7263,g
7264,g
7265,g
7266,g
7267,g
7268,g
7269,g
7270,g
7271,g
7272,g
7273,g
7274,g
7275,g
7276,g
7277,g
7278,g
7279,g
7280,g
7281,g
7282,g
7283,g
7284,g
7285,g
7286,g
7287,g
7288,g
7289,g
7290,g
7291,g
7292,g
7293,g
7294,g
7295,g
7296,g
7297,g
7298,g
7299,g
7300,g
7301,g
7302,g
7303,g
7304,g
7305,g
7306,g
7307,g
7308,g
7309,g
7310,g
7311,g
7312,g
7313,g
7314,g
7315,g
7316,g
7317,g
7318,g
7319,g
7320,g
7321,g
7322,g
7323,g
7324,g
7325,g
7326,g
7327,g
7328,g
7329,g
7330,g
7331,g
7332,g
7333,g
7334,g
7335,g
7336,g
7337,g
7338,g
7339,g
7340,g
7341,g
7342,g
7343,g
7344,g
7345,g
7346,g
7347,g
7348,g
7349,g
7350,g
7351,g
7352,g
7353,g
7354,g
7355,g
7356,g
7357,g
7358,g
7359,g
7360,g
7361,g
7362,g
7363,g
7364,g
7365,g
7366,g
7367,g
7368,g
7369,g
7370,g
7371,g
7372,g
7373,g
7374,g
7375,g
7376,g
7377,g
7378,g
7379,g
7380,g
7381,g
7382,g
7383,g
7384,g
7385,g
7386,g
7387,g
7388,g
7389,g
7390,g
7391,g
7392,g
7393,g
7394,g
7395,g
7396,g
7397,g
7398,g
7399,g
7400,g
7401,g
7402,g
7403,g
7404,g
7405,g
7406,g
7407,g
7408,g
7409,g
7410,g
7411,g
7412,g
7413,g
7414,g
7415,g
7416,g
7417,g
7418,g
7419,g
7420,g
7421,g
7422,g
7423,g
7424,g
7425,g
7426,g
7427,g
7428,g
7429,g
7430,g
7431,g
7432,g
7433,g
7434,g
7435,g
7436,g
7437,g
7438,g
7439,g
7440,g
7441,g
7442,g
7443,g
7444,g
7445,g
7446,g
7447,g
7448,g
7449,g
7450,g
7451,g
7452,g
7453,g
7454,g
7455,g
7456,g
7457,g
7458,g
7459,g
7460,g
7461,g
7462,g
7463,g
7464,g
7465,g
7466,g
7467,g
7468,g
7469,g
7470,g
7471,g
7472,g
7473,g
7474,g
7475,g
7476,g
7477,g
7478,g
7479,g
7480,g
7481,g
7482,g
7483,g
7484,g
7485,g
7486,g
7487,g
7488,g
7489,g
7490,g
7491,g
7492,g
7493,g
7494,g
7495,g
7496,g
7497,g
7498,g
7499,g
7500,g
7501,g
7502,g
7503,g
7504,g
7505,g
7506,g
7507,g
7508,g
7509,g
7510,g
7511,g
7512,g
7513,g
7514,g
7515,g
7516,g
7517,g
7518,g
7519,g
7520,g
7521,g
7522,g
7523,g
7524,g
7525,g
7526,g
7527,g
7528,g
7529,g
7530,g
7531,g
7532,g
7533,g
7534,g
7535,g
7536,g
7537,g
7538,g
7539,g
7540,g
7541,g
7542,g
7543,g
7544,g
7545,g
7546,g
7547,g
7548,g
7549,g
7550,g
7551,g
7552,g
7553,g
7554,g
7555,g
7556,g
7557,g
7558,g
7559,g
7560,g
7561,g
7562,g
7563,g
7564,g
7565,g
7566,g
7567,g
7568,g
7569,g
7570,g
7571,g
7572,g
7573,g
7574,g
7575,g
7576,g
7577,g
7578,g
7579,g
7580,g
7581,g
7582,g
7583,g
7584,g
7585,g
7586,g
7587,g
7588,g
7589,g
7590,g
7591,g
7592,g
7593,g
7594,g
7595,g
7596,g
7597,g
7598,g
7599,g
7600,g
7601,g
7602,g
7603,g
7604,g
7605,g
7606,g
7607,g
7608,g
7609,g
7610,g
7611,g
7612,g
7613,g
7614,g
7615,g
7616,g
7617,g
7618,g
7619,g
7620,g
7621,g
7622,g
7623,g
7624,g
7625,g
7626,g
7627,g
7628,g
7629,g
7630,g
7631,g
7632,g
7633,g
7634,g
7635,g
7636,g
7637,g
7638,g
7639,g
7640,g
7641,g
7642,g
7643,g
7644,g
7645,g
7646,g
7647,g
7648,g
7649,g
7650,g
7651,g
7652,g
7653,g
7654,g
7655,g
7656,g
7657,g
7658,g
7659,g
7660,g
7661,g
7662,g
7663,g
7664,g
7665,g
7666,g
7667,g
7668,g
7669,g
7670,g
7671,g
7672,g
7673,g
7674,g
7675,g
7676,g
7677,g
7678,g
7679,g
7680,g
7681,g
7682,g
7683,g
7684,g
7685,g
7686,g
7687,g
7688,g
7689,g
7690,g
7691,g
7692,g
7693,g
7694,g
7695,g
7696,g
7697,g
7698,g
7699,g
7700,g
7701,g
7702,g
7703,g
7704,g
7705,g
7706,g
7707,g
7708,g
7709,g
7710,g
7711,g
7712,g
7713,g
7714,g
7715,g
7716,g
7717,g
7718,g
7719,g
7720,g
7721,g
7722,g
7723,g
7724,g
7725,g
7726,g
7727,g
7728,g
7729,g
7730,g
7731,g
7732,g
7733,g
7734,g
7735,g
7736,g
7737,g
7738,g
7739,g
7740,g
7741,g
7742,g
7743,g
7744,g
7745,g
7746,g
7747,g
7748,g
7749,g
7750,g
7751,g
7752,g
7753,g
7754,g
7755,g
7756,g
7757,g
7758,g
7759,g
7760,g
7761,g
7762,g
7763,g
7764,g
7765,g
7766,g
7767,g
7768,g
7769,g
7770,g
7771,g
7772,g
7773,g
7774,g
7775,g
7776,g
7777,g
7778,g
7779,g
7780,g
7781,g
7782,g
7783,g
7784,g
7785,g
7786,g
7787,g
7788,g
7789,g
7790,g
7791,g
7792,g
7793,g
7794,g
7795,g
7796,g
7797,g
7798,g
7799,g
7800,g
7801,g
7802,g
7803,g
7804,g
7805,g
7806,g
7807,g
7808,g
7809,g
7810,g
7811,g
7812,g
7813,g
7814,g
7815,g
7816,g
7817,g
7818,g
7819,g
7820,g
7821,g
7822,g
7823,g
7824,g
7825,g
7826,g
7827,g
7828,g
7829,g
7830,g
7831,g
7832,g
7833,g
7834,g
7835,g
7836,g
7837,g
7838,g
7839,g
7840,g
7841,g
7842,g
7843,g
7844,g
7845,g
7846,g
7847,g
7848,g
7849,g
7850,g
7851,g
7852,g
7853,g
7854,g
7855,g
7856,g
7857,g
7858,g
7859,g
7860,g
7861,g
7862,g
7863,g
7864,g
7865,g
7866,g
7867,g
7868,g
7869,g
7870,g
7871,g
7872,g
7873,g
7874,g
7875,g
7876,g
7877,g
7878,g
7879,g
7880,g
7881,g
7882,g
7883,g
7884,g
7885,g
7886,g
7887,g
7888,g
7889,g
7890,g
7891,g
7892,g
7893,g
7894,g
7895,g
7896,g
7897,g
7898,g
7899,g
7900,g
7901,g
7902,g
7903,g
7904,g
7905,g
7906,g
7907,g
7908,g
7909,g
7910,g
7911,g
7912,g
7913,g
7914,g
7915,g
7916,g
7917,g
7918,g
7919,g
7920,g
7921,g
7922,g
7923,g
7924,g
7925,g
7926,g
7927,g
7928,g
7929,g
7930,g
7931,g
7932,g
7933,g
7934,g
7935,g
7936,g
7937,g
7938,g
7939,g
7940,g
7941,g
7942,g
7943,g
7944,g
7945,g
7946,g
7947,g
7948,g
7949,g
7950,g
7951,g
7952,g
7953,g
7954,g
7955,g
7956,g
7957,g
7958,g
7959,g
7960,g
7961,g
7962,g
7963,g
7964,g
7965,g
7966,g
7967,g
7968,g
7969,g
7970,g
7971,g
7972,g
7973,g
7974,g
7975,g
7976,g
7977,g
7978,g
7979,g
7980,g
7981,g
7982,g
7983,g
7984,g
7985,g
7986,g
7987,g
7988,g
7989,g
7990,g
7991,g
7992,g
7993,g
7994,g
7995,g
7996,g
7997,g
7998,g
7999,g
8000,g
8001,g
8002,g
8003,g
8004,g
8005,g
8006,g
8007,g
8008,g
8009,g
8010,g
8011,g
8012,g
8013,g
8014,g
8015,g
8016,g
8017,g
8018,g
8019,g
8020,g
8021,g
8022,g
8023,g
8024,g
8025,g
8026,g
8027,g
8028,g
8029,g
8030,g
8031,g
8032,g
8033,g
8034,g
8035,g
8036,g
8037,g
8038,g
8039,g
8040,g
8041,g
8042,g
8043,g
8044,g
8045,g
8046,g
8047,g
8048,g
8049,g
8050,g
8051,g
8052,g
8053,g
8054,g
8055,g
8056,g
8057,g
8058,g
8059,g
8060,g
8061,g
8062,g
8063,g
8064,g
8065,g
8066,g
8067,g
8068,g
8069,g
8070,g
8071,g
8072,g
8073,g
8074,g
8075,g
8076,g
8077,g
8078,g
8079,g
8080,g
8081,g
8082,g
8083,g
8084,g
8085,g
8086,g
8087,g
8088,g
8089,g
8090,g
8091,g
8092,g
8093,g
8094,g
8095,g
8096,g
8097,g
8098,g
8099,g
8100,g
8101,g
8102,g
8103,g
8104,g
8105,g
8106,g
8107,g
8108,g
8109,g
8110,g
8111,g
8112,g
8113,g
8114,g
8115,g
8116,g
8117,g
8118,g
8119,g
8120,g
8121,g
8122,g
8123,g
8124,g
8125,g
8126,g
8127,g
8128,g
8129,g
8130,g
8131,g
8132,g
8133,g
8134,g
8135,g
8136,g
8137,g
8138,g
8139,g
8140,g
8141,g
8142,g
8143,g
8144,g
8145,g
8146,g
8147,g
8148,g
8149,g
8150,g
8151,g
8152,g
8153,g
8154,g
8155,g
8156,g
8157,g
8158,g
8159,g
8160,g
8161,g
8162,g
8163,g
8164,g
8165,g
8166,g
8167,g
8168,g
8169,g
8170,g
8171,g
8172,g
8173,g
8174,g
8175,g
8176,g
8177,g
8178,g
8179,g
8180,g
8181,g
8182,g
8183,g
8184,g
8185,g
8186,g
8187,g
8188,g
8189,g
8190,g
8191,g
8192,g
8193,g
8194,g
8195,g
8196,g
8197,g
8198,g
8199,g
8200,g
8201,g
8202,g
8203,g
8204,g
8205,g
8206,g
8207,g
8208,g
8209,g
8210,g
8211,g
8212,g
8213,g
8214,g
8215,g
8216,g
8217,g
8218,g
8219,g
8220,g
8221,g
8222,g
8223,g
8224,g
8225,g
8226,g
8227,g
8228,g
8229,g
8230,g
8231,g
8232,g
8233,g
8234,g
8235,g
8236,g
8237,g
8238,g
8239,g
8240,g
8241,g
8242,g
8243,g
8244,g
8245,g
8246,g
8247,g
8248,g
8249,g
8250,g
8251,g
8252,g
8253,g
8254,g
8255,g
8256,g
8257,g
8258,g
8259,g
8260,g
8261,g
8262,g
8263,g
8264,g
8265,g
8266,g
8267,g
8268,g
8269,g
8270,g
8271,g
8272,g
8273,g
8274,g
8275,g
8276,g
8277,g
8278,g
8279,g
8280,g
8281,g
8282,g
8283,g
8284,g
8285,g
8286,g
8287,g
8288,g
8289,g
8290,g
8291,g
8292,g
8293,g
8294,g
8295,g
8296,g
8297,g
8298,g
8299,g
8300,g
8301,g
8302,g
8303,g
8304,g
8305,g
8306,g
8307,g
8308,g
8309,g
8310,g
8311,g
8312,g
8313,g
8314,g
8315,g
8316,g
8317,g
8318,g
8319,g
8320,g
8321,g
8322,g
8323,g
8324,g
8325,g
8326,g
8327,g
8328,g
8329,g
8330,g
8331,g
8332,g
8333,g
8334,g
8335,g
8336,g
8337,g
8338,g
8339,g
8340,g
8341,g
8342,g
8343,g
8344,g
8345,g
8346,g
8347,g
8348,g
8349,g
8350,g
8351,g
8352,g
8353,g
8354,g
8355,g
8356,g
8357,g
8358,g
8359,g
8360,g
8361,g
8362,g
8363,g
8364,g
8365,g
8366,g
8367,g
8368,g
8369,g
8370,g
8371,g
8372,g
8373,g
8374,g
8375,g
8376,g
8377,g
8378,g
8379,g
8380,g
8381,g
8382,g
8383,g
8384,g
8385,g
8386,g
8387,g
8388,g
8389,g
8390,g
8391,g
8392,g
8393,g
8394,g
8395,g
8396,g
8397,g
8398,g
8399,g
8400,g
8401,g
8402,g
8403,g
8404,g
8405,g
8406,g
8407,g
8408,g
8409,g
8410,g
8411,g
8412,g
8413,g
8414,g
8415,g
8416,g
8417,g
8418,g
8419,g
8420,g
8421,g
8422,g
8423,g
8424,g
8425,g
8426,g
8427,g
8428,g
8429,g
8430,g
8431,g
8432,g
8433,g
8434,g
8435,g
8436,g
8437,g
8438,g
8439,g
8440,g
8441,g
8442,g
8443,g
8444,g
8445,g
8446,g
8447,g
8448,g
8449,g
8450,g
8451,g
8452,g
8453,g
8454,g
8455,g
8456,g
8457,g
8458,g
8459,g
8460,g
8461,g
8462,g
8463,g
8464,g
8465,g
8466,g
8467,g
8468,g
8469,g
8470,g
8471,g
8472,g
8473,g
8474,g
8475,g
8476,g
8477,g
8478,g
8479,g
8480,g
8481,g
8482,g
8483,g
8484,g
8485,g
8486,g
8487,g
8488,g
8489,g
8490,g
8491,g
8492,g
8493,g
8494,g
8495,g
8496,g
8497,g
8498,g
8499,g
8500,g
8501,g
8502,g
8503,g
8504,g
8505,g
8506,g
8507,g
8508,g
8509,g
8510,g
8511,g
8512,g
8513,g
8514,g
8515,g
8516,g
8517,g
8518,g
8519,g
8520,g
8521,g
8522,g
8523,g
8524,g
8525,g
8526,g
8527,g
8528,g
8529,g
8530,g
8531,g
8532,g
8533,g
8534,g
8535,g
8536,g
8537,g
8538,g
8539,g
8540,g
8541,g
8542,g
8543,g
8544,g
8545,g
8546,g
8547,g
8548,g
8549,g
8550,g
8551,g
8552,g
8553,g
8554,g
8555,g
8556,g
8557,g
8558,g
8559,g
8560,g
8561,g
8562,g
8563,g
8564,g
8565,g
8566,g
8567,g
8568,g
8569,g
8570,g
8571,g
8572,g
8573,g
8574,g
8575,g
8576,g
8577,g
8578,g
8579,g
8580,g
8581,g
8582,g
8583,g
8584,g
8585,g
8586,g
8587,g
8588,g
8589,g
8590,g
8591,g
8592,g
8593,g
8594,g
8595,g
